Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs
Honchkrow,https://www.smogon.com/dex/sm/pokemon/honchkrow/,Brave Bird,Sucker Punch,Superpower,Taunt,Darkinium Z,Moxie,Jolly,252 Atk/4 Def/252 Spe/
Glameow,https://www.smogon.com/dex/sm/pokemon/glameow/,Return,Sucker Punch,Play Rough,Knock Off/Fake Out,Life Orb,Limber,Jolly,1 HP/
Purugly,https://www.smogon.com/dex/sm/pokemon/purugly/,Fake Out,Return,Sucker Punch/Knock Off,U-turn,Silk Scarf,Defiant,Jolly,252 Atk/4 Def/252 Spe/
Chingling,https://www.smogon.com/dex/sm/pokemon/chingling/,Psychic,Recover,Grass Knot,Knock Off/Hidden Power/Hypnosis,Eviolite,Levitate,Bold,156 HP/116 Def/196 SpD/
Stunky,https://www.smogon.com/dex/sm/pokemon/stunky/,Pursuit,Sucker Punch,Defog,Memento/Fire Blast/Sludge Bomb,Eviolite,Aftermath,Careful,252 Atk/60 Def/188 SpD/4 Spe/
Skuntank,https://www.smogon.com/dex/sm/pokemon/skuntank/,Defog,Dark Pulse,Sludge Bomb/Acid Spray,Fire Blast/Taunt,Black Sludge,Aftermath,Modest,4 HP/252 SpA/252 Spe/
Bronzor,https://www.smogon.com/dex/sm/pokemon/bronzor/,Toxic,Psywave,Stealth Rock,Rest,Eviolite,Levitate,Calm,252 HP/4 Def/252 SpD/
Bronzong,https://www.smogon.com/dex/sm/pokemon/bronzong/,Stealth Rock,Toxic,Psywave,Earthquake/Gyro Ball/Protect,Leftovers,Levitate,Sassy,252 HP/4 Def/252 SpD/
Bonsly,https://www.smogon.com/dex/sm/pokemon/bonsly/,Stealth Rock,Rock Slide,Stomping Tantrum,Counter/Sucker Punch,Berry Juice,Sturdy,Jolly,36 HP/196 Atk/76 Def/196 Spe/
Mime Jr.,https://www.smogon.com/dex/sm/pokemon/mime jr./,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Gloom,https://www.smogon.com/dex/sm/pokemon/gloom/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Happiny,https://www.smogon.com/dex/sm/pokemon/happiny/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Chatot,https://www.smogon.com/dex/sm/pokemon/chatot/,Nasty Plot,Boomburst,Encore,Heat Wave,Normalium Z,Tangled Feet,Timid,4 Def/252 SpA/252 Spe/
Spiritomb,https://www.smogon.com/dex/sm/pokemon/spiritomb/,Calm Mind,Dark Pulse,Rest,Sleep Talk,Darkinium Z,Pressure,Bold,248 HP/252 Def/8 SpD/
Gible,https://www.smogon.com/dex/sm/pokemon/gible/,Stealth Rock,Draco Meteor,Earth Power,Fire Blast,Berry Juice,Rough Skin,Bold,52 HP/156 Def/116 SpA/156 SpD/20 Spe/
Gabite,https://www.smogon.com/dex/sm/pokemon/gabite/,Stealth Rock,Earthquake,Dragon Claw,Toxic/Roar,Eviolite,Rough Skin,Jolly,252 Atk/4 SpD/252 Spe/
Garchomp,https://www.smogon.com/dex/sm/pokemon/garchomp/,Swords Dance,Aqua Tail/Fire Fang/Substitute,Earthquake,Stone Edge,Garchompite,Rough Skin,Jolly,252 Atk/4 SpD/252 Spe/
Munchlax,https://www.smogon.com/dex/sm/pokemon/munchlax/,Body Slam/Return,Whirlwind/Earthquake/Curse,Rest,Sleep Talk,Eviolite,Thick Fat,Impish,236 Atk/36 Def/236 SpD/
Riolu,https://www.smogon.com/dex/sm/pokemon/riolu/,Swords Dance,Copycat,High Jump Kick,Crunch/Zen Headbutt/Iron Tail/Protect,Eviolite,Prankster,Adamant,116 HP/196 Atk/116 Def/36 SpD/36 Spe/
Lucario,https://www.smogon.com/dex/sm/pokemon/lucario/,Swords Dance,Meteor Mash,Close Combat,Bullet Punch,Lucarionite,Justified,Adamant,252 Atk/4 SpD/252 Spe/
Hippopotas,https://www.smogon.com/dex/sm/pokemon/hippopotas/,Slack Off,Stealth Rock,Earthquake,Rock Tomb/Whirlwind,Eviolite,Sand Stream,Careful,132 HP/20 Atk/132 Def/180 SpD/20 Spe/
Vileplume,https://www.smogon.com/dex/sm/pokemon/vileplume/,Giga Drain,Sludge Bomb,Strength Sap,Sleep Powder,Black Sludge,Effect Spore,Bold,252 HP/252 Def/4 SpD/
Hippowdon,https://www.smogon.com/dex/sm/pokemon/hippowdon/,Stealth Rock,Earthquake,Slack Off,Whirlwind/Toxic,Rocky Helmet,Sand Force,Impish,252 HP/80 Def/176 SpD/
Skorupi,https://www.smogon.com/dex/sm/pokemon/skorupi/,Toxic Spikes,Taunt,Knock Off,Poison Jab,Eviolite,Battle Armor,Jolly,196 HP/36 Atk/36 Def/236 Spe/
Drapion,https://www.smogon.com/dex/sm/pokemon/drapion/,Knock Off,Poison Jab,Pursuit,Aqua Tail/Earthquake,Choice Band,Sniper,Jolly,252 Atk/4 SpD/252 Spe/
Croagunk,https://www.smogon.com/dex/sm/pokemon/croagunk/,Drain Punch,Gunk Shot,Bulk Up/Thief/Knock Off,Bulk Up/Sucker Punch,Eviolite,Dry Skin,Adamant,52 HP/188 Atk/116 Def/116 SpD/36 Spe/
Toxicroak,https://www.smogon.com/dex/sm/pokemon/toxicroak/,Gunk Shot,Low Kick,Earthquake,Knock Off,Choice Scarf,Dry Skin,Jolly,252 Atk/4 SpD/252 Spe/
Carnivine,https://www.smogon.com/dex/sm/pokemon/carnivine/,Swords Dance,Power Whip,Knock Off,Sleep Powder,Grassium Z,Levitate,Adamant,188 HP/252 Atk/68 Spe/
Finneon,https://www.smogon.com/dex/sm/pokemon/finneon/,Defog,Scald,U-turn,Hidden Power,Eviolite,Storm Drain,Bold,44 HP/232 Def/48 SpA/112 SpD/72 Spe/
Lumineon,https://www.smogon.com/dex/sm/pokemon/lumineon/,Defog,Scald,U-turn,Toxic,Leftovers,Storm Drain,Bold,252 HP/248 Def/8 Spe/
Mantyke,https://www.smogon.com/dex/sm/pokemon/mantyke/,Rain Dance,Hydro Pump,Air Slash,Hidden Power/Hidden Power,Eviolite,Swift Swim,Modest,9 HP/
Snover,https://www.smogon.com/dex/sm/pokemon/snover/,Blizzard,Giga Drain,Ice Shard,Hidden Power,Eviolite,Snow Warning,Quiet,36 HP/104 Atk/40 Def/184 SpA/120 SpD/
Paras,https://www.smogon.com/dex/sm/pokemon/paras/,Spore,Knock Off,Seed Bomb,Leech Life,Eviolite,Dry Skin,Adamant,116 Atk/156 Def/156 SpD/76 Spe/
Abomasnow,https://www.smogon.com/dex/sm/pokemon/abomasnow/,Swords Dance,Wood Hammer,Ice Shard,Earthquake,Abomasite,Soundproof,Adamant,252 Atk/4 SpD/252 Spe/
Weavile,https://www.smogon.com/dex/sm/pokemon/weavile/,Icicle Crash,Knock Off,Beat Up/Ice Shard,Beat Up/Pursuit,Choice Band,Pressure,Jolly,252 Atk/4 SpD/252 Spe/
Magnezone,https://www.smogon.com/dex/sm/pokemon/magnezone/,Thunderbolt,Hidden Power,Flash Cannon,Volt Switch,Choice Specs,Magnet Pull,Modest,4 HP/252 SpA/252 Spe/
Lickilicky,https://www.smogon.com/dex/sm/pokemon/lickilicky/,Wish,Protect,Seismic Toss/Toxic,Seismic Toss/Heal Bell,Leftovers,Oblivious,Calm,248 HP/8 Def/252 SpD/
Rhyperior,https://www.smogon.com/dex/sm/pokemon/rhyperior/,Earthquake,Stone Edge,Megahorn,Ice Punch,Choice Band,Solid Rock,Adamant,52 HP/252 Atk/204 Spe/
Tangrowth,https://www.smogon.com/dex/sm/pokemon/tangrowth/,Giga Drain,Knock Off,Sludge Bomb/Hidden Power,Sludge Bomb/Earthquake,Assault Vest,Regenerator,Sassy,252 HP/12 Def/244 SpD/
Electivire,https://www.smogon.com/dex/sm/pokemon/electivire/,Thunderbolt/Wild Charge,Flamethrower,Ice Punch,Cross Chop,Expert Belt,Motor Drive,Hasty,252 Atk/4 SpA/252 Spe/
Magmortar,https://www.smogon.com/dex/sm/pokemon/magmortar/,Fire Blast,Focus Blast,Thunderbolt,Hidden Power,Choice Specs,Vital Spirit,Modest,252 SpA/4 SpD/252 Spe/
Togekiss,https://www.smogon.com/dex/sm/pokemon/togekiss/,Air Slash,Thunder Wave,Trick,Roost,Choice Scarf,Serene Grace,Timid,4 Def/252 SpA/252 Spe/
Yanmega,https://www.smogon.com/dex/sm/pokemon/yanmega/,Protect,Bug Buzz,Air Slash,Giga Drain,Life Orb,Speed Boost,Modest,252 SpA/4 SpD/252 Spe/
Parasect,https://www.smogon.com/dex/sm/pokemon/parasect/,Spore,Leech Life,Knock Off,Synthesis,Leftovers,Dry Skin,Careful,248 HP/8 Def/252 SpD/
Leafeon,https://www.smogon.com/dex/sm/pokemon/leafeon/,Celebrate,Double-Edge/Swords Dance,Leaf Blade,Knock Off,Normalium Z,Leaf Guard,Jolly,252 Atk/4 SpD/252 Spe/
Glaceon,https://www.smogon.com/dex/sm/pokemon/glaceon/,Celebrate,Ice Beam,Shadow Ball,Hidden Power/Hidden Power,Normalium Z,Snow Cloak,Timid,252 SpA/4 SpD/252 Spe/
Gliscor,https://www.smogon.com/dex/sm/pokemon/gliscor/,Stealth Rock/Defog,Earthquake,Roost,Knock Off/U-turn/Toxic,Toxic Orb,Poison Heal,Jolly,248 HP/64 Def/60 SpD/136 Spe/
Mamoswine,https://www.smogon.com/dex/sm/pokemon/mamoswine/,Ice Shard,Earthquake,Icicle Crash,Knock Off,Life Orb,Thick Fat,Jolly,252 Atk/4 SpD/252 Spe/
Porygon-Z,https://www.smogon.com/dex/sm/pokemon/porygon-z/,Thunderbolt,Ice Beam,Recover,Conversion,Normalium Z,Adaptability,Timid,4 Def/252 SpA/252 Spe/
Gallade,https://www.smogon.com/dex/sm/pokemon/gallade/,Swords Dance,Close Combat,Zen Headbutt,Knock Off,Galladite,Justified,Jolly,252 Atk/4 Def/252 Spe/
Probopass,https://www.smogon.com/dex/sm/pokemon/probopass/,Stealth Rock,Earth Power/Flash Cannon,Volt Switch,Taunt/Toxic,Leftovers,Magnet Pull,Calm,252 HP/172 SpD/84 Spe/
Dusknoir,https://www.smogon.com/dex/sm/pokemon/dusknoir/,Trick Room,Will-O-Wisp,Brick Break,Memento,Darkinium Z,Frisk,Relaxed,252 HP/112 Atk/144 Def/
Froslass,https://www.smogon.com/dex/sm/pokemon/froslass/,Spikes,Taunt,Icy Wind,Destiny Bond,Focus Sash,Cursed Body,Timid,4 HP/252 SpA/252 Spe/
Rotom,https://www.smogon.com/dex/sm/pokemon/rotom/,Thunderbolt,Shadow Ball,Volt Switch,Defog/Trick,Choice Specs,Levitate,Timid,252 SpA/4 SpD/252 Spe/
Rotom-Fan,https://www.smogon.com/dex/sm/pokemon/rotom-fan/,Volt Switch,Air Slash,Thunderbolt/Will-O-Wisp,Trick,Choice Scarf,Levitate,Timid,4 Def/252 SpA/252 Spe/
Rotom-Frost,https://www.smogon.com/dex/sm/pokemon/rotom-frost/,Blizzard,Volt Switch,Thunderbolt,Defog/Trick,Choice Scarf,Levitate,Timid,252 SpA/4 SpD/252 Spe/
Rotom-Heat,https://www.smogon.com/dex/sm/pokemon/rotom-heat/,Overheat,Volt Switch,Toxic,Pain Split,Firium Z,Levitate,Timid,4 Def/252 SpA/252 Spe/
Rotom-Mow,https://www.smogon.com/dex/sm/pokemon/rotom-mow/,Defog,Leaf Storm,Volt Switch,Will-O-Wisp,Grassium Z,Levitate,Timid,4 Def/252 SpA/252 Spe/
Rotom-Wash,https://www.smogon.com/dex/sm/pokemon/rotom-wash/,Hydro Pump,Volt Switch,Thunder,Pain Split,Electrium Z,Levitate,Timid,108 HP/184 SpA/216 Spe/
Venonat,https://www.smogon.com/dex/sm/pokemon/venonat/,Sleep Powder,Morning Sun,Sludge Bomb,Psychic,Eviolite,Compound Eyes,Bold,36 HP/36 Def/116 SpA/76 SpD/236 Spe/
Uxie,https://www.smogon.com/dex/sm/pokemon/uxie/,Stealth Rock,Psyshock,Yawn,Memento/U-turn,Colbur Berry,Levitate,Timid,252 HP/40 Def/216 Spe/
Mesprit,https://www.smogon.com/dex/sm/pokemon/mesprit/,Stealth Rock,Psychic,Thunderbolt/Thunder,Ice Beam/Energy Ball,Electrium Z,Levitate,Timid,252 SpA/4 SpD/252 Spe/
Azelf,https://www.smogon.com/dex/sm/pokemon/azelf/,Reflect,Light Screen,Taunt,Explosion/U-turn,Light Clay,Levitate,Jolly,252 Def/40 SpD/216 Spe/
Dialga,https://www.smogon.com/dex/sm/pokemon/dialga/,Stealth Rock,Draco Meteor,Fire Blast,Toxic/Thunder,Shuca Berry,Pressure,Modest,104 HP/252 SpA/152 Spe/
Palkia,https://www.smogon.com/dex/sm/pokemon/palkia/,Hydro Pump,Draco Meteor/Spacial Rend,Thunder,Fire Blast/Focus Punch,Life Orb,Pressure,Mild,4 Atk/252 SpA/252 Spe/
Heatran,https://www.smogon.com/dex/sm/pokemon/heatran/,Magma Storm,Earth Power,Flash Cannon/Solar Beam/Toxic,Toxic/Taunt/Stealth Rock,Steelium Z,Flash Fire,Timid,4 Def/252 SpA/252 Spe/
Regigigas,https://www.smogon.com/dex/sm/pokemon/regigigas/,Toxic/Thunder Wave,Knock Off,Return,Substitute/Drain Punch,Leftovers,Slow Start,Adamant,252 HP/252 Atk/4 SpD/
Giratina,https://www.smogon.com/dex/sm/pokemon/giratina/,Defog,Rest,Toxic,Roar/Will-O-Wisp,Leftovers,Pressure,Relaxed,248 HP/208 Def/52 SpD/
Giratina-Origin,https://www.smogon.com/dex/sm/pokemon/giratina-origin/,Defog,Hex,Draco Meteor/Dragon Pulse,Will-O-Wisp/Thunder Wave,Griseous Orb,Levitate,Modest,248 HP/208 SpA/52 SpD/
Cresselia,https://www.smogon.com/dex/sm/pokemon/cresselia/,Moonlight,Psyshock,Ice Beam/Moonblast,Toxic,Leftovers,Levitate,Bold,252 HP/112 Def/144 Spe/
Phione,https://www.smogon.com/dex/sm/pokemon/phione/,Rain Dance,Heal Bell,Scald,U-turn,Damp Rock,Hydration,Relaxed,0 Spe/
Venomoth,https://www.smogon.com/dex/sm/pokemon/venomoth/,Quiver Dance,Sleep Powder,Bug Buzz,Sludge Bomb,Buginium Z,Tinted Lens,Timid,252 SpA/4 SpD/252 Spe/
Manaphy,https://www.smogon.com/dex/sm/pokemon/manaphy/,Tail Glow,Surf,Ice Beam,Psychic,Waterium Z,Hydration,Timid,252 SpA/4 SpD/252 Spe/
Darkrai,https://www.smogon.com/dex/sm/pokemon/darkrai/,Hypnosis,Nasty Plot,Dark Pulse,Sludge Bomb/Thunder,Life Orb,Bad Dreams,Timid,4 HP/252 SpA/252 Spe/
Shaymin,https://www.smogon.com/dex/sm/pokemon/shaymin/,Celebrate,Seed Flare,Air Slash,Earth Power,Normalium Z,Natural Cure,Timid,252 SpA/4 SpD/252 Spe/
Shaymin-Sky,https://www.smogon.com/dex/sm/pokemon/shaymin-sky/,Seed Flare,Air Slash,Hidden Power/Earth Power,Healing Wish,Metronome,Serene Grace,Timid,4 Def/252 SpA/252 Spe/
Arceus,https://www.smogon.com/dex/sm/pokemon/arceus/,Swords Dance,Extreme Speed,Refresh,Shadow Claw,Normalium Z,Multitype,Adamant,132 HP/252 Atk/124 Spe/
Arceus-Bug,https://www.smogon.com/dex/sm/pokemon/arceus-bug/,Stealth Rock,Judgment,Recover,Ice Beam/Toxic,Insect Plate,Multitype,Timid,248 HP/16 Def/144 SpA/96 Spe/
Arceus-Dark,https://www.smogon.com/dex/sm/pokemon/arceus-dark/,Judgment,Calm Mind,Recover,Refresh,Dread Plate,Multitype,Timid,252 HP/4 SpA/252 Spe/
Arceus-Dragon,https://www.smogon.com/dex/sm/pokemon/arceus-dragon/,Defog,Recover,Judgment,Fire Blast/Will-O-Wisp,Draco Plate,Multitype,Timid,252 HP/40 Def/24 SpD/192 Spe/
Arceus-Electric,https://www.smogon.com/dex/sm/pokemon/arceus-electric/,Calm Mind,Judgment,Ice Beam,Recover,Zap Plate,Multitype,Timid,252 HP/4 SpA/252 Spe/
Arceus-Fighting,https://www.smogon.com/dex/sm/pokemon/arceus-fighting/,Calm Mind,Judgment,Ice Beam/Shadow Ball,Recover,Fist Plate,Multitype,Timid,252 SpA/4 SpD/252 Spe/
Arceus-Fire,https://www.smogon.com/dex/sm/pokemon/arceus-fire/,Calm Mind,Overheat/Fire Blast,Thunder,Ice Beam,Firium Z,Multitype,Modest,252 SpA/4 SpD/252 Spe/
Arceus-Flying,https://www.smogon.com/dex/sm/pokemon/arceus-flying/,Calm Mind,Refresh,Recover,Judgment,Sky Plate,Multitype,Timid,248 HP/8 SpA/252 Spe/
Arceus-Ghost,https://www.smogon.com/dex/sm/pokemon/arceus-ghost/,Swords Dance,Shadow Force,Stone Edge/Brick Break,Shadow Claw/Substitute,Ghostium Z,Multitype,Jolly,252 Atk/4 Def/252 Spe/
Arceus-Grass,https://www.smogon.com/dex/sm/pokemon/arceus-grass/,Grass Knot,Ice Beam,Fire Blast,Recover,Meadow Plate,Multitype,Timid,80 HP/176 SpA/252 Spe/
Arceus-Ground,https://www.smogon.com/dex/sm/pokemon/arceus-ground/,Swords Dance,Earthquake,Stone Edge,Substitute/Recover,Earth Plate,Multitype,Jolly,252 Atk/4 Def/252 Spe/
Arceus-Ice,https://www.smogon.com/dex/sm/pokemon/arceus-ice/,Calm Mind,Recover,Judgment,Fire Blast/Thunder,Icicle Plate,Multitype,Timid,172 HP/84 SpA/252 Spe/
Arceus-Poison,https://www.smogon.com/dex/sm/pokemon/arceus-poison/,Calm Mind,Sludge Bomb,Recover,Fire Blast/Earth Power,Toxic Plate,Multitype,Timid,248 HP/8 SpD/252 Spe/
Arceus-Psychic,https://www.smogon.com/dex/sm/pokemon/arceus-psychic/,Judgment,Will-O-Wisp,Recover,Toxic/Ice Beam,Mind Plate,Multitype,Timid,252 HP/4 Def/252 Spe/
Arceus-Rock,https://www.smogon.com/dex/sm/pokemon/arceus-rock/,Judgment,Will-O-Wisp,Recover,Stealth Rock,Stone Plate,Multitype,Timid,252 HP/16 Def/144 SpA/96 Spe/
Arceus-Steel,https://www.smogon.com/dex/sm/pokemon/arceus-steel/,Swords Dance,Iron Head,Earthquake,Recover/Stone Edge,Steelium Z,Multitype,Jolly,252 Atk/4 Def/252 Spe/
Arceus-Water,https://www.smogon.com/dex/sm/pokemon/arceus-water/,Stealth Rock,Judgment,Ice Beam,Recover,Splash Plate,Multitype,Timid,252 HP/16 Def/144 SpA/96 Spe/
Arceus-Fairy,https://www.smogon.com/dex/sm/pokemon/arceus-fairy/,Judgment,Stealth Rock,Recover,Toxic/Will-O-Wisp,Pixie Plate,Multitype,Timid,252 HP/4 Def/252 Spe/
Victini,https://www.smogon.com/dex/sm/pokemon/victini/,Celebrate,Searing Shot,Stored Power,Focus Blast,Normalium Z,Victory Star,Timid,252 SpA/4 SpD/252 Spe/
Snivy,https://www.smogon.com/dex/sm/pokemon/snivy/,Leaf Storm,Defog/Giga Drain,Defog/Knock Off,Hidden Power/Hidden Power,Choice Scarf,Contrary,Timid,240 SpA/252 Spe/
Servine,https://www.smogon.com/dex/sm/pokemon/servine/,Leaf Storm,Knock Off,Synthesis/Glare,Synthesis/Hidden Power,Eviolite,Contrary,Calm,252 SpA/4 SpD/252 Spe/
Serperior,https://www.smogon.com/dex/sm/pokemon/serperior/,Leaf Storm,Glare,Hidden Power/Defog,Hidden Power/Knock Off,Choice Scarf,Contrary,Timid,252 SpA/4 SpD/252 Spe/
Tepig,https://www.smogon.com/dex/sm/pokemon/tepig/,Flare Blitz,Wild Charge/Head Smash,Sucker Punch,Flame Charge/Superpower,Life Orb,Thick Fat,Jolly,252 Atk/236 Spe/
Pignite,https://www.smogon.com/dex/sm/pokemon/pignite/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Charmeleon,https://www.smogon.com/dex/sm/pokemon/charmeleon/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Diglett,https://www.smogon.com/dex/sm/pokemon/diglett/,Earthquake,Memento/Sucker Punch,Rock Slide,Stealth Rock/Reversal/Memento,Focus Sash,Arena Trap,Jolly,36 HP/236 Atk/236 Spe/
Diglett-Alola,https://www.smogon.com/dex/sm/pokemon/diglett-alola/,Iron Head,Earthquake,Rock Slide,Substitute,Life Orb,Sand Force,Jolly,36 HP/236 Atk/36 Def/196 Spe/
Emboar,https://www.smogon.com/dex/sm/pokemon/emboar/,Flare Blitz,Superpower,Wild Charge,Sucker Punch/Earthquake,Choice Band,Reckless,Jolly,252 Atk/4 Def/252 Spe/
Oshawott,https://www.smogon.com/dex/sm/pokemon/oshawott/,Swords Dance,Aerial Ace/Sacred Sword,Aqua Jet,Aqua Tail,Life Orb,Torrent,Jolly,236 Atk/236 Spe/
Dewott,https://www.smogon.com/dex/sm/pokemon/dewott/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Samurott,https://www.smogon.com/dex/sm/pokemon/samurott/,Swords Dance,Liquidation,Aqua Jet,Megahorn,Waterium Z,Torrent,Jolly,252 Atk/4 SpD/252 Spe/
Patrat,https://www.smogon.com/dex/sm/pokemon/patrat/,Swords Dance,Hypnosis,Return,Crunch/Zen Headbutt,Eviolite,Analytic,Adamant,236 Atk/204 Def/44 SpD/20 Spe/
Watchog,https://www.smogon.com/dex/sm/pokemon/watchog/,Return,Low Kick,Knock Off,Seed Bomb,Life Orb,Analytic,Jolly,252 Atk/4 Def/252 Spe/
Lillipup,https://www.smogon.com/dex/sm/pokemon/lillipup/,Return,Play Rough,Fire Fang,Thunder Wave,Eviolite,Vital Spirit,Jolly,196 Atk/76 Def/236 Spe/
Herdier,https://www.smogon.com/dex/sm/pokemon/herdier/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Stoutland,https://www.smogon.com/dex/sm/pokemon/stoutland/,Return,Superpower,Pursuit,Facade,Choice Band,Scrappy,Jolly,252 Atk/4 Def/252 Spe/
Purrloin,https://www.smogon.com/dex/sm/pokemon/purrloin/,Encore,U-turn,Knock Off,Taunt/Thunder Wave,Berry Juice,Prankster,Careful,188 HP/36 Atk/140 Def/60 SpD/68 Spe/
Dugtrio,https://www.smogon.com/dex/sm/pokemon/dugtrio/,Earthquake,Toxic,Stealth Rock,Memento,Focus Sash,Sand Force,Jolly,252 Atk/4 SpD/252 Spe/
Dugtrio-Alola,https://www.smogon.com/dex/sm/pokemon/dugtrio-alola/,Earthquake,Iron Head,Sucker Punch,Memento/Pursuit,Life Orb,Tangling Hair,Jolly,252 Atk/4 SpD/252 Spe/
Liepard,https://www.smogon.com/dex/sm/pokemon/liepard/,Knock Off,Sunny Day/Rain Dance,Thunder Wave/Encore,U-turn,Heat Rock,Prankster,Jolly,252 Atk/4 Def/252 Spe/
Pansage,https://www.smogon.com/dex/sm/pokemon/pansage/,Bullet Seed,Knock Off,Low Sweep,Gunk Shot,Life Orb,Overgrow,Jolly,252 Atk/244 Spe/
Simisage,https://www.smogon.com/dex/sm/pokemon/simisage/,Nasty Plot,Energy Ball/Giga Drain,Focus Blast,Hidden Power,Life Orb,Overgrow,Timid,4 Def/252 SpA/252 Spe/
Pansear,https://www.smogon.com/dex/sm/pokemon/pansear/,Recycle,Will-O-Wisp,Substitute,Flame Charge,Berry Juice,Blaze,Jolly,36 HP/12 Atk/212 Def/212 SpD/4 Spe/
Simisear,https://www.smogon.com/dex/sm/pokemon/simisear/,Nasty Plot,Fire Blast,Hidden Power/Substitute/Taunt,Focus Blast/Grass Knot,Life Orb,Blaze,Timid,4 Def/252 SpA/252 Spe/
Panpour,https://www.smogon.com/dex/sm/pokemon/panpour/,Nasty Plot,Hydro Pump,Ice Beam,Hidden Power,Eviolite,Torrent,Timid,36 HP/52 Def/176 SpA/244 Spe/
Simipour,https://www.smogon.com/dex/sm/pokemon/simipour/,Nasty Plot,Hydro Pump,Ice Beam,Focus Blast/Substitute,Waterium Z,Torrent,Timid,252 SpA/4 SpD/252 Spe/
Munna,https://www.smogon.com/dex/sm/pokemon/munna/,Calm Mind,Stored Power,Dazzling Gleam,Moonlight,Eviolite,Synchronize,Bold,68 HP/156 Def/60 SpA/156 SpD/4 Spe/
Musharna,https://www.smogon.com/dex/sm/pokemon/musharna/,Calm Mind,Barrier,Rest,Stored Power/Dazzling Gleam,Leftovers,Synchronize,Bold,252 HP/252 Def/4 SpA/
Pidove,https://www.smogon.com/dex/sm/pokemon/pidove/,Tailwind,Aerial Ace,U-turn/Hidden Power,Return,Flyinium Z,Super Luck,Adamant,240 Atk/252 Spe/
Meowth,https://www.smogon.com/dex/sm/pokemon/meowth/,Fake Out,Return/Feint,Water Pulse,U-turn/Knock Off/Aerial Ace,Life Orb,Technician,Hasty,19 HP/
Meowth-Alola,https://www.smogon.com/dex/sm/pokemon/meowth-alola/,Nasty Plot,Dark Pulse,Hidden Power,Parting Shot/Thunderbolt,Life Orb,Technician,Timid,19 HP/
Tranquill,https://www.smogon.com/dex/sm/pokemon/tranquill/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Unfezant,https://www.smogon.com/dex/sm/pokemon/unfezant/,Tailwind,Hypnosis,U-turn,Return,Scope Lens,Super Luck,Adamant,252 Atk/4 Def/252 Spe/
Blitzle,https://www.smogon.com/dex/sm/pokemon/blitzle/,Wild Charge,Double-Edge/Volt Switch,Flame Charge,Hidden Power,Life Orb,Sap Sipper,Naive,9 HP/
Zebstrika,https://www.smogon.com/dex/sm/pokemon/zebstrika/,Thunderbolt,Volt Switch,Overheat,Hidden Power,Life Orb,Sap Sipper,Timid,29 HP/
Roggenrola,https://www.smogon.com/dex/sm/pokemon/roggenrola/,Stealth Rock,Rock Blast,Earthquake,Explosion,Eviolite,Weak Armor,Jolly,156 Atk/76 Def/76 SpD/156 Spe/
Boldore,https://www.smogon.com/dex/sm/pokemon/boldore/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-
Gigalith,https://www.smogon.com/dex/sm/pokemon/gigalith/,Stealth Rock,Rock Blast/Stone Edge,Earthquake,Toxic,Leftovers,Sand Stream,Careful,252 HP/4 Def/252 SpD/
Woobat,https://www.smogon.com/dex/sm/pokemon/woobat/,Calm Mind,Stored Power,Air Slash/Heat Wave,Substitute/Roost,Salac Berry,Simple,Timid,76 HP/12 Def/236 SpA/180 Spe/
Swoobat,https://www.smogon.com/dex/sm/pokemon/swoobat/,Substitute,Calm Mind,Stored Power,Heat Wave,Salac Berry,Simple,Timid,4 HP/252 SpA/252 Spe/
Drilbur,https://www.smogon.com/dex/sm/pokemon/drilbur/,Earthquake,Rock Slide,Shadow Claw,Poison Jab/Rapid Spin,Groundium Z,Mold Breaker,Jolly,36 HP/236 Atk/212 Spe/
Persian,https://www.smogon.com/dex/sm/pokemon/persian/,Nasty Plot,Hyper Voice,Hidden Power,Substitute/Water Pulse,Normalium Z,Technician,Timid,4 Def/252 SpA/252 Spe/
Persian-Alola,https://www.smogon.com/dex/sm/pokemon/persian-alola/,Parting Shot,Taunt,Foul Play,Toxic,Darkinium Z,Fur Coat,Jolly,252 HP/4 Def/252 Spe/
Excadrill,https://www.smogon.com/dex/sm/pokemon/excadrill/,Stealth Rock,Earthquake,Toxic/Rock Tomb,Rapid Spin,Focus Sash,Mold Breaker,Jolly,252 Atk/4 SpD/252 Spe/
Audino,https://www.smogon.com/dex/sm/pokemon/audino/,Wish,Protect,Toxic/Heal Bell,Dazzling Gleam/Knock Off,Audinite,Regenerator,Calm,252 HP/4 Def/252 SpD/
Timburr,https://www.smogon.com/dex/sm/pokemon/timburr/,Drain Punch,Mach Punch,Knock Off,Bulk Up,Eviolite,Iron Fist,Careful,116 Atk/156 Def/236 SpD/
