Name,Type1,Type2,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Abilities,Weight (kg),Height (m)
avalugghisui,Ice,Rock,95,127,184,34,36,38,"Strong Jaw, Ice Body, Sturdy",262.4,1.4
noibat,Flying,Dragon,40,30,35,45,40,55,"Frisk, Infiltrator, Telepathy",8,0.5
noivern,Flying,Dragon,85,70,80,97,80,123,"Frisk, Infiltrator, Telepathy",85,1.5
xerneas,Fairy,,126,131,95,131,98,99,Fairy Aura,215,3
xerneasneutral,Fairy,,126,131,95,131,98,99,Fairy Aura,215,3
yveltal,Dark,Flying,126,131,95,131,98,99,Dark Aura,203,5.8
zygarde,Dragon,Ground,108,100,121,81,95,95,"Aura Break, Power Construct",305,5
zygarde10,Dragon,Ground,54,100,71,61,85,115,"Aura Break, Power Construct",33.5,1.2
zygardecomplete,Dragon,Ground,216,100,121,91,95,85,Power Construct,610,4.5
diancie,Rock,Fairy,50,100,150,100,150,50,Clear Body,8.8,0.7
dianciemega,Rock,Fairy,50,160,110,160,110,110,Magic Bounce,27.8,1.1
hoopa,Psychic,Ghost,80,110,60,150,130,70,Magician,9,0.5
hoopaunbound,Psychic,Dark,80,160,60,170,130,80,Magician,490,6.5
volcanion,Fire,Water,80,110,120,130,90,70,Water Absorb,195,1.7
rowlet,Grass,Flying,68,55,55,50,50,42,"Overgrow, Long Reach",1.5,0.3
dartrix,Grass,Flying,78,75,75,70,70,52,"Overgrow, Long Reach",16,0.7
decidueye,Grass,Ghost,78,107,75,100,100,70,"Overgrow, Long Reach",36.6,1.6
decidueyehisui,Grass,Fighting,88,112,80,95,95,60,"Overgrow, Scrappy",37,1.6
litten,Fire,,45,65,40,60,40,70,"Blaze, Intimidate",4.3,0.4
torracat,Fire,,65,85,50,80,50,90,"Blaze, Intimidate",25,0.7
incineroar,Fire,Dark,95,115,90,80,90,60,"Blaze, Intimidate",83,1.8
popplio,Water,,50,54,54,66,56,40,"Torrent, Liquid Voice",7.5,0.4
brionne,Water,,60,69,69,91,81,50,"Torrent, Liquid Voice",17.5,0.6
primarina,Water,Fairy,80,74,74,126,116,60,"Torrent, Liquid Voice",44,1.8
pikipek,Normal,Flying,35,75,30,30,30,65,"Keen Eye, Skill Link, Pickup",1.2,0.3
trumbeak,Normal,Flying,55,85,50,40,50,75,"Keen Eye, Skill Link, Pickup",14.8,0.6
toucannon,Normal,Flying,80,120,75,75,75,60,"Keen Eye, Skill Link, Sheer Force",26,1.1
yungoos,Normal,,48,70,30,30,30,45,"Stakeout, Strong Jaw, Adaptability",6,0.4
gumshoos,Normal,,88,110,60,55,60,45,"Stakeout, Strong Jaw, Adaptability",14.2,0.7
gumshoostotem,Normal,,88,110,60,55,60,45,Adaptability,60,1.4
grubbin,Bug,,47,62,45,55,45,46,Swarm,4.4,0.4
charjabug,Bug,Electric,57,82,95,55,75,36,Battery,10.5,0.5
vikavolt,Bug,Electric,77,70,90,145,75,43,Levitate,45,1.5
vikavolttotem,Bug,Electric,77,70,90,145,75,43,Levitate,147.5,2.6
crabrawler,Fighting,,47,82,57,42,47,63,"Hyper Cutter, Iron Fist, Anger Point",7,0.6
crabominable,Fighting,Ice,97,132,77,62,67,43,"Hyper Cutter, Iron Fist, Anger Point",180,1.7
oricorio,Fire,Flying,75,70,70,98,70,93,Dancer,3.4,0.6
oricoriopompom,Electric,Flying,75,70,70,98,70,93,Dancer,3.4,0.6
oricoriopau,Psychic,Flying,75,70,70,98,70,93,Dancer,3.4,0.6
oricoriosensu,Ghost,Flying,75,70,70,98,70,93,Dancer,3.4,0.6
cutiefly,Bug,Fairy,40,45,40,55,40,84,"Honey Gather, Shield Dust, Sweet Veil",0.2,0.1
ribombee,Bug,Fairy,60,55,60,95,70,124,"Honey Gather, Shield Dust, Sweet Veil",0.5,0.2
ribombeetotem,Bug,Fairy,60,55,60,95,70,124,Sweet Veil,2,0.4
rockruff,Rock,,45,65,40,30,40,60,"Keen Eye, Vital Spirit, Steadfast, Own Tempo",9.2,0.5
lycanroc,Rock,,75,115,65,55,65,112,"Keen Eye, Sand Rush, Steadfast",25,0.8
lycanrocmidnight,Rock,,85,115,75,55,75,82,"Keen Eye, Vital Spirit, No Guard",25,1.1
lycanrocdusk,Rock,,75,117,65,55,65,110,Tough Claws,25,0.8
wishiwashi,Water,,45,20,20,25,25,40,Schooling,0.3,0.2
wishiwashischool,Water,,45,140,130,140,135,30,Schooling,78.6,8.2
mareanie,Poison,Water,50,53,62,43,52,45,"Merciless, Limber, Regenerator",8,0.4
toxapex,Poison,Water,50,63,152,53,142,35,"Merciless, Limber, Regenerator",14.5,0.7
mudbray,Ground,,70,100,70,45,55,45,"Own Tempo, Stamina, Inner Focus",110,1
mudsdale,Ground,,100,125,100,55,85,35,"Own Tempo, Stamina, Inner Focus",920,2.5
dewpider,Water,Bug,38,40,52,40,72,27,"Water Bubble, Water Absorb",4,0.3
araquanid,Water,Bug,68,70,92,50,132,42,"Water Bubble, Water Absorb",82,1.8
araquanidtotem,Water,Bug,68,70,92,50,132,42,Water Bubble,217.5,3.1
fomantis,Grass,,40,55,35,50,35,35,"Leaf Guard, Contrary",1.5,0.3
lurantis,Grass,,70,105,90,80,90,45,"Leaf Guard, Contrary",18.5,0.9
lurantistotem,Grass,,70,105,90,80,90,45,Leaf Guard,58,1.5
morelull,Grass,Fairy,40,35,55,65,75,15,"Illuminate, Effect Spore, Rain Dish",1.5,0.2
shiinotic,Grass,Fairy,60,45,80,90,100,30,"Illuminate, Effect Spore, Rain Dish",11.5,1
salandit,Poison,Fire,48,44,40,71,40,77,"Corrosion, Oblivious",4.8,0.6
salazzle,Poison,Fire,68,64,60,111,60,117,"Corrosion, Oblivious",22.2,1.2
salazzletotem,Poison,Fire,68,64,60,111,60,117,Corrosion,81,2.1
stufful,Normal,Fighting,70,75,50,45,50,50,"Fluffy, Klutz, Cute Charm",6.8,0.5
bewear,Normal,Fighting,120,125,80,55,60,60,"Fluffy, Klutz, Unnerve",135,2.1
bounsweet,Grass,,42,30,38,30,38,32,"Leaf Guard, Oblivious, Sweet Veil",3.2,0.3
steenee,Grass,,52,40,48,40,48,62,"Leaf Guard, Oblivious, Sweet Veil",8.2,0.7
tsareena,Grass,,72,120,98,50,98,72,"Leaf Guard, Queenly Majesty, Sweet Veil",21.4,1.2
comfey,Fairy,,51,52,90,82,110,100,"Flower Veil, Triage, Natural Cure",0.3,0.1
oranguru,Normal,Psychic,90,60,80,90,110,60,"Inner Focus, Telepathy, Symbiosis",76,1.5
passimian,Fighting,,100,120,90,40,60,80,"Receiver, Defiant",82.8,2
wimpod,Bug,Water,25,35,40,20,30,80,Wimp Out,12,0.5
golisopod,Bug,Water,75,125,140,60,90,40,Emergency Exit,108,2
sandygast,Ghost,Ground,55,55,80,70,45,15,"Water Compaction, Sand Veil",70,0.5
palossand,Ghost,Ground,85,75,110,100,75,35,"Water Compaction, Sand Veil",250,1.3
pyukumuku,Water,,55,60,130,30,130,5,"Innards Out, Unaware",1.2,0.3
typenull,Normal,,95,95,95,95,95,59,Battle Armor,120.5,1.9
silvally,Normal,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallybug,Bug,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallydark,Dark,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallydragon,Dragon,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyelectric,Electric,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyfairy,Fairy,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyfighting,Fighting,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyfire,Fire,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyflying,Flying,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyghost,Ghost,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallygrass,Grass,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyground,Ground,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyice,Ice,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallypoison,Poison,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallypsychic,Psychic,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallyrock,Rock,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallysteel,Steel,,95,95,95,95,95,95,RKS System,100.5,2.3
silvallywater,Water,,95,95,95,95,95,95,RKS System,100.5,2.3
minior,Rock,Flying,60,100,60,100,60,120,Shields Down,0.3,0.3
miniormeteor,Rock,Flying,60,60,100,60,100,60,Shields Down,40,0.3
komala,Normal,,65,115,65,75,95,65,Comatose,19.9,0.4
turtonator,Fire,Dragon,60,78,135,91,85,36,Shell Armor,212,2
togedemaru,Electric,Steel,65,98,63,40,73,96,"Iron Barbs, Lightning Rod, Sturdy",3.3,0.3
togedemarutotem,Electric,Steel,65,98,63,40,73,96,Sturdy,13,0.6
mimikyu,Ghost,Fairy,55,90,80,50,105,96,Disguise,0.7,0.2
mimikyubusted,Ghost,Fairy,55,90,80,50,105,96,Disguise,0.7,0.2
mimikyutotem,Ghost,Fairy,55,90,80,50,105,96,Disguise,2.8,0.4
mimikyubustedtotem,Ghost,Fairy,55,90,80,50,105,96,Disguise,2.8,0.4
bruxish,Water,Psychic,68,105,70,70,70,92,"Dazzling, Strong Jaw, Wonder Skin",19,0.9
drampa,Normal,Dragon,78,60,85,135,91,36,"Berserk, Sap Sipper, Cloud Nine",185,3
dhelmise,Ghost,Grass,70,131,100,86,90,40,Steelworker,210,3.9
jangmoo,Dragon,,45,55,65,45,45,45,"Bulletproof, Soundproof, Overcoat",29.7,0.6
hakamoo,Dragon,Fighting,55,75,90,65,70,65,"Bulletproof, Soundproof, Overcoat",47,1.2
kommoo,Dragon,Fighting,75,110,125,100,105,85,"Bulletproof, Soundproof, Overcoat",78.2,1.6
kommoototem,Dragon,Fighting,75,110,125,100,105,85,Overcoat,207.5,2.4
tapukoko,Electric,Fairy,70,115,85,95,75,130,"Electric Surge, Telepathy",20.5,1.8
tapulele,Psychic,Fairy,70,85,75,130,115,95,"Psychic Surge, Telepathy",18.6,1.2
tapubulu,Grass,Fairy,70,130,115,85,95,75,"Grassy Surge, Telepathy",45.5,1.9
tapufini,Water,Fairy,70,75,115,95,130,85,"Misty Surge, Telepathy",21.2,1.3
cosmog,Psychic,,43,29,31,29,31,37,Unaware,0.1,0.2
cosmoem,Psychic,,43,29,131,29,131,37,Sturdy,999.9,0.1
solgaleo,Psychic,Steel,137,137,107,113,89,97,Full Metal Body,230,3.4
lunala,Psychic,Ghost,137,113,89,137,107,97,Shadow Shield,120,4
nihilego,Rock,Poison,109,53,47,127,131,103,Beast Boost,55.5,1.2
buzzwole,Bug,Fighting,107,139,139,53,53,79,Beast Boost,333.6,2.4
pheromosa,Bug,Fighting,71,137,37,137,37,151,Beast Boost,25,1.8
xurkitree,Electric,,83,89,71,173,71,83,Beast Boost,100,3.8
celesteela,Steel,Flying,97,101,103,107,101,61,Beast Boost,999.9,9.2
kartana,Grass,Steel,59,181,131,59,31,109,Beast Boost,0.1,0.3
guzzlord,Dark,Dragon,223,101,53,97,53,43,Beast Boost,888,5.5
necrozma,Psychic,,97,107,101,127,89,79,Prism Armor,230,2.4
necrozmaduskmane,Psychic,Steel,97,157,127,113,109,77,Prism Armor,460,3.8
necrozmadawnwings,Psychic,Ghost,97,113,109,157,127,77,Prism Armor,350,4.2
necrozmaultra,Psychic,Dragon,97,167,97,167,97,129,Neuroforce,230,7.5
magearna,Steel,Fairy,80,95,115,130,115,65,Soul-Heart,80.5,1
magearnaoriginal,Steel,Fairy,80,95,115,130,115,65,Soul-Heart,80.5,1
marshadow,Fighting,Ghost,90,125,80,90,90,125,Technician,22.2,0.7
poipole,Poison,,67,73,67,73,67,73,Beast Boost,1.8,0.6
naganadel,Poison,Dragon,73,73,73,127,73,121,Beast Boost,150,3.6
stakataka,Rock,Steel,61,131,211,53,101,13,Beast Boost,820,5.5
blacephalon,Fire,Ghost,53,127,53,151,79,107,Beast Boost,13,1.8
zeraora,Electric,,88,112,75,102,80,143,Volt Absorb,44.5,1.5
meltan,Steel,,46,65,65,55,35,34,Magnet Pull,8,0.2
melmetal,Steel,,135,143,143,80,65,34,Iron Fist,800,2.5
melmetalgmax,Steel,,135,143,143,80,65,34,Iron Fist,0,25
grookey,Grass,,50,65,50,40,40,65,"Overgrow, Grassy Surge",5,0.3
thwackey,Grass,,70,85,70,55,60,80,"Overgrow, Grassy Surge",14,0.7
rillaboom,Grass,,100,125,90,60,70,85,"Overgrow, Grassy Surge",90,2.1
rillaboomgmax,Grass,,100,125,90,60,70,85,"Overgrow, Grassy Surge",0,28
scorbunny,Fire,,50,71,40,40,40,69,"Blaze, Libero",4.5,0.3
raboot,Fire,,65,86,60,55,60,94,"Blaze, Libero",9,0.6
cinderace,Fire,,80,116,75,65,75,119,"Blaze, Libero",33,1.4
cinderacegmax,Fire,,80,116,75,65,75,119,"Blaze, Libero",0,27
sobble,Water,,50,40,40,70,40,70,"Torrent, Sniper",4,0.3
drizzile,Water,,65,60,55,95,55,90,"Torrent, Sniper",11.5,0.7
inteleon,Water,,70,85,65,125,65,120,"Torrent, Sniper",45.2,1.9
inteleongmax,Water,,70,85,65,125,65,120,"Torrent, Sniper",0,40
skwovet,Normal,,70,55,55,35,35,25,"Cheek Pouch, Gluttony",2.5,0.3
greedent,Normal,,120,95,95,55,75,20,"Cheek Pouch, Gluttony",6,0.6
rookidee,Flying,,38,47,35,33,35,57,"Keen Eye, Unnerve, Big Pecks",1.8,0.2
corvisquire,Flying,,68,67,55,43,55,77,"Keen Eye, Unnerve, Big Pecks",16,0.8
corviknight,Flying,Steel,98,87,105,53,85,67,"Pressure, Unnerve, Mirror Armor",75,2.2
corviknightgmax,Flying,Steel,98,87,105,53,85,67,"Pressure, Unnerve, Mirror Armor",0,14
blipbug,Bug,,25,20,20,25,45,45,"Swarm, Compound Eyes, Telepathy",8,0.4
dottler,Bug,Psychic,50,35,80,50,90,30,"Swarm, Compound Eyes, Telepathy",19.5,0.4
orbeetle,Bug,Psychic,60,45,110,80,120,90,"Swarm, Frisk, Telepathy",40.8,0.4
orbeetlegmax,Bug,Psychic,60,45,110,80,120,90,"Swarm, Frisk, Telepathy",0,14
nickit,Dark,,40,28,28,47,52,50,"Run Away, Unburden, Stakeout",8.9,0.6
thievul,Dark,,70,58,58,87,92,90,"Run Away, Unburden, Stakeout",19.9,1.2
gossifleur,Grass,,40,40,60,40,60,10,"Cotton Down, Regenerator, Effect Spore",2.2,0.4
eldegoss,Grass,,60,50,90,80,120,60,"Cotton Down, Regenerator, Effect Spore",2.5,0.5
wooloo,Normal,,42,40,55,40,45,48,"Fluffy, Run Away, Bulletproof",6,0.6
dubwool,Normal,,72,80,100,60,90,88,"Fluffy, Steadfast, Bulletproof",43,1.3
chewtle,Water,,50,64,50,38,38,44,"Strong Jaw, Shell Armor, Swift Swim",8.5,0.3
drednaw,Water,Rock,90,115,90,48,68,74,"Strong Jaw, Shell Armor, Swift Swim",115.5,1
drednawgmax,Water,Rock,90,115,90,48,68,74,"Strong Jaw, Shell Armor, Swift Swim",0,24
yamper,Electric,,59,45,50,40,50,26,"Ball Fetch, Rattled",13.5,0.3
boltund,Electric,,69,90,60,90,60,121,"Strong Jaw, Competitive",34,1
rolycoly,Rock,,30,40,50,40,50,30,"Steam Engine, Heatproof, Flash Fire",12,0.3
carkol,Rock,Fire,80,60,90,60,70,50,"Steam Engine, Flame Body, Flash Fire",78,1.1
coalossal,Rock,Fire,110,80,120,80,90,30,"Steam Engine, Flame Body, Flash Fire",310.5,2.8
coalossalgmax,Rock,Fire,110,80,120,80,90,30,"Steam Engine, Flame Body, Flash Fire",0,42
applin,Grass,Dragon,40,40,80,40,40,20,"Ripen, Gluttony, Bulletproof",0.5,0.2
flapple,Grass,Dragon,70,110,80,95,60,70,"Ripen, Gluttony, Hustle",1,0.3
flapplegmax,Grass,Dragon,70,110,80,95,60,70,"Ripen, Gluttony, Hustle",0,24
appletun,Grass,Dragon,110,85,80,100,80,30,"Ripen, Gluttony, Thick Fat",13,0.4
appletungmax,Grass,Dragon,110,85,80,100,80,30,"Ripen, Gluttony, Thick Fat",0,24
silicobra,Ground,,52,57,75,35,50,46,"Sand Spit, Shed Skin, Sand Veil",7.6,2.2
sandaconda,Ground,,72,107,125,65,70,71,"Sand Spit, Shed Skin, Sand Veil",65.5,3.8
sandacondagmax,Ground,,72,107,125,65,70,71,"Sand Spit, Shed Skin, Sand Veil",0,22
cramorant,Flying,Water,70,85,55,85,95,85,Gulp Missile,18,0.8
cramorantgulping,Flying,Water,70,85,55,85,95,85,Gulp Missile,18,0.8
cramorantgorging,Flying,Water,70,85,55,85,95,85,Gulp Missile,18,0.8
arrokuda,Water,,41,63,40,40,30,66,"Swift Swim, Propeller Tail",1,0.5
barraskewda,Water,,61,123,60,60,50,136,"Swift Swim, Propeller Tail",30,1.3
toxel,Electric,Poison,40,38,35,54,35,40,"Rattled, Static, Klutz",11,0.4
toxtricity,Electric,Poison,75,98,70,114,70,75,"Punk Rock, Plus, Technician",40,1.6
toxtricitylowkey,Electric,Poison,75,98,70,114,70,75,"Punk Rock, Minus, Technician",40,1.6
toxtricitygmax,Electric,Poison,75,98,70,114,70,75,"Punk Rock, Plus, Technician",0,24
toxtricitylowkeygmax,Electric,Poison,75,98,70,114,70,75,"Punk Rock, Minus, Technician",0,24
sizzlipede,Fire,Bug,50,65,45,50,50,45,"Flash Fire, White Smoke, Flame Body",1,0.7
centiskorch,Fire,Bug,100,115,65,90,90,65,"Flash Fire, White Smoke, Flame Body",120,3
centiskorchgmax,Fire,Bug,100,115,65,90,90,65,"Flash Fire, White Smoke, Flame Body",0,75
clobbopus,Fighting,,50,68,60,50,50,32,"Limber, Technician",4,0.6
grapploct,Fighting,,80,118,90,70,80,42,"Limber, Technician",39,1.6
sinistea,Ghost,,40,45,45,74,54,50,"Weak Armor, Cursed Body",0.2,0.1
sinisteaantique,Ghost,,40,45,45,74,54,50,"Weak Armor, Cursed Body",0.2,0.1
polteageist,Ghost,,60,65,65,134,114,70,"Weak Armor, Cursed Body",0.4,0.2
polteageistantique,Ghost,,60,65,65,134,114,70,"Weak Armor, Cursed Body",0.4,0.2
hatenna,Psychic,,42,30,45,56,53,39,"Healer, Anticipation, Magic Bounce",3.4,0.4
hattrem,Psychic,,57,40,65,86,73,49,"Healer, Anticipation, Magic Bounce",4.8,0.6
hatterene,Psychic,Fairy,57,90,95,136,103,29,"Healer, Anticipation, Magic Bounce",5.1,2.1
hatterenegmax,Psychic,Fairy,57,90,95,136,103,29,"Healer, Anticipation, Magic Bounce",0,26
impidimp,Dark,Fairy,45,45,30,55,40,50,"Prankster, Frisk, Pickpocket",5.5,0.4
morgrem,Dark,Fairy,65,60,45,75,55,70,"Prankster, Frisk, Pickpocket",12.5,0.8
grimmsnarl,Dark,Fairy,95,120,65,95,75,60,"Prankster, Frisk, Pickpocket",61,1.5
grimmsnarlgmax,Dark,Fairy,95,120,65,95,75,60,"Prankster, Frisk, Pickpocket",0,32
obstagoon,Dark,Normal,93,90,101,60,81,95,"Reckless, Guts, Defiant",46,1.6
perrserker,Steel,,70,110,100,50,60,50,"Battle Armor, Tough Claws, Steely Spirit",28,0.8
cursola,Ghost,,60,95,50,145,130,30,"Weak Armor, Perish Body",0.4,1
sirfetchd,Fighting,,62,135,95,68,82,65,"Steadfast, Scrappy",117,0.8
mrrime,Ice,Psychic,80,85,75,110,100,70,"Tangled Feet, Screen Cleaner, Ice Body",58.2,1.5
runerigus,Ground,Ghost,58,95,145,50,105,30,Wandering Spirit,66.6,1.6
milcery,Fairy,,45,40,40,50,61,34,"Sweet Veil, Aroma Veil",0.3,0.2
alcremie,Fairy,,65,60,75,110,121,64,"Sweet Veil, Aroma Veil",0.5,0.3
alcremiegmax,Fairy,,65,60,75,110,121,64,"Sweet Veil, Aroma Veil",0,30
falinks,Fighting,,65,100,100,70,60,75,"Battle Armor, Defiant",62,3
pincurchin,Electric,,48,101,95,91,85,15,"Lightning Rod, Electric Surge",1,0.3
snom,Ice,Bug,30,25,35,45,30,20,"Shield Dust, Ice Scales",3.8,0.3
frosmoth,Ice,Bug,70,65,60,125,90,65,"Shield Dust, Ice Scales",42,1.3
stonjourner,Rock,,100,125,135,20,20,70,Power Spot,520,2.5
eiscue,Ice,,75,80,110,65,90,50,Ice Face,89,1.4
eiscuenoice,Ice,,75,80,70,65,50,130,Ice Face,89,1.4
indeedee,Psychic,Normal,60,65,55,105,95,95,"Inner Focus, Synchronize, Psychic Surge",28,0.9
indeedeef,Psychic,Normal,70,55,65,95,105,85,"Own Tempo, Synchronize, Psychic Surge",28,0.9
morpeko,Electric,Dark,58,95,58,70,58,97,Hunger Switch,3,0.3
morpekohangry,Electric,Dark,58,95,58,70,58,97,Hunger Switch,3,0.3
cufant,Steel,,72,80,49,40,49,40,"Sheer Force, Heavy Metal",100,1.2
copperajah,Steel,,122,130,69,80,69,30,"Sheer Force, Heavy Metal",650,3
copperajahgmax,Steel,,122,130,69,80,69,30,"Sheer Force, Heavy Metal",0,23
dracozolt,Electric,Dragon,90,100,90,80,70,75,"Volt Absorb, Hustle, Sand Rush",190,1.8
arctozolt,Electric,Ice,90,100,90,90,80,55,"Volt Absorb, Static, Slush Rush",150,2.3
dracovish,Water,Dragon,90,90,100,70,80,75,"Water Absorb, Strong Jaw, Sand Rush",215,2.3
arctovish,Water,Ice,90,90,100,80,90,55,"Water Absorb, Ice Body, Slush Rush",175,2
duraludon,Steel,Dragon,70,95,115,120,50,85,"Light Metal, Heavy Metal, Stalwart",40,1.8
duraludongmax,Steel,Dragon,70,95,115,120,50,85,"Light Metal, Heavy Metal, Stalwart",0,43
dreepy,Dragon,Ghost,28,60,30,40,30,82,"Clear Body, Infiltrator, Cursed Body",2,0.5
drakloak,Dragon,Ghost,68,80,50,60,50,102,"Clear Body, Infiltrator, Cursed Body",11,1.4
dragapult,Dragon,Ghost,88,120,75,100,75,142,"Clear Body, Infiltrator, Cursed Body",50,3
zacian,Fairy,,92,120,115,80,115,138,Intrepid Sword,110,2.8
zaciancrowned,Fairy,Steel,92,150,115,80,115,148,Intrepid Sword,355,2.8
zamazenta,Fighting,,92,120,115,80,115,138,Dauntless Shield,210,2.9
zamazentacrowned,Fighting,Steel,92,120,140,80,140,128,Dauntless Shield,785,2.9
eternatus,Poison,Dragon,140,85,95,145,95,130,Pressure,950,20
eternatuseternamax,Poison,Dragon,255,115,250,125,250,130,Pressure,0,100
kubfu,Fighting,,60,90,60,53,50,72,Inner Focus,12,0.6
urshifu,Fighting,Dark,100,130,100,63,60,97,Unseen Fist,105,1.9
urshifurapidstrike,Fighting,Water,100,130,100,63,60,97,Unseen Fist,105,1.9
urshifugmax,Fighting,Dark,100,130,100,63,60,97,Unseen Fist,0,29
urshifurapidstrikegmax,Fighting,Water,100,130,100,63,60,97,Unseen Fist,0,26
zarude,Dark,Grass,105,120,105,70,95,105,Leaf Guard,70,1.8
zarudedada,Dark,Grass,105,120,105,70,95,105,Leaf Guard,70,1.8
regieleki,Electric,,80,100,50,100,50,200,Transistor,145,1.2
regidrago,Dragon,,200,100,50,100,50,80,Dragon's Maw,200,2.1
glastrier,Ice,,100,145,130,65,110,30,Chilling Neigh,800,2.2
spectrier,Ghost,,100,65,60,145,80,130,Grim Neigh,44.5,2
calyrex,Psychic,Grass,100,80,80,80,80,80,Unnerve,7.7,1.1
calyrexice,Psychic,Ice,100,165,150,85,130,50,As One (Glastrier),809.1,2.4
calyrexshadow,Psychic,Ghost,100,85,80,165,100,150,As One (Spectrier),53.6,2.4
wyrdeer,Normal,Psychic,103,105,72,105,75,65,"Intimidate, Frisk, Sap Sipper",95.1,1.8
kleavor,Bug,Rock,70,135,95,45,70,85,"Swarm, Sheer Force, Sharpness",89,1.8
ursaluna,Ground,Normal,130,140,105,45,80,50,"Guts, Bulletproof, Unnerve",290,2.4
ursalunabloodmoon,Ground,Normal,113,70,120,135,65,52,Mind's Eye,333,2.7
basculegion,Water,Ghost,120,112,65,80,75,78,"Swift Swim, Adaptability, Mold Breaker",110,3
basculegionf,Water,Ghost,120,92,65,100,75,78,"Swift Swim, Adaptability, Mold Breaker",110,3
sneasler,Fighting,Poison,80,130,60,40,80,120,"Pressure, Unburden, Poison Touch",43,1.3
overqwil,Dark,Poison,85,115,95,65,65,85,"Poison Point, Swift Swim, Intimidate",60.5,2.5
enamorus,Fairy,Flying,74,115,70,135,80,106,"Cute Charm, Contrary",48,1.6
enamorustherian,Fairy,Flying,74,115,110,135,100,46,Overcoat,48,1.6
sprigatito,Grass,,40,61,54,45,45,65,"Overgrow, Protean",4.1,0.4
floragato,Grass,,61,80,63,60,63,83,"Overgrow, Protean",12.2,0.9
meowscarada,Grass,Dark,76,110,70,81,70,123,"Overgrow, Protean",31.2,1.5
fuecoco,Fire,,67,45,59,63,40,36,"Blaze, Unaware",9.8,0.4
crocalor,Fire,,81,55,78,90,58,49,"Blaze, Unaware",30.7,1
skeledirge,Fire,Ghost,104,75,100,110,75,66,"Blaze, Unaware",326.5,1.6
quaxly,Water,,55,65,45,50,45,50,"Torrent, Moxie",6.1,0.5
quaxwell,Water,,70,85,65,65,60,65,"Torrent, Moxie",21.5,1.2
quaquaval,Water,Fighting,85,120,80,85,75,85,"Torrent, Moxie",61.9,1.8
lechonk,Normal,,54,45,40,35,45,35,"Aroma Veil, Gluttony, Thick Fat",10.2,0.5
oinkologne,Normal,,110,100,75,59,80,65,"Lingering Aroma, Gluttony, Thick Fat",120,1
oinkolognef,Normal,,115,90,70,59,90,65,"Aroma Veil, Gluttony, Thick Fat",120,1
tarountula,Bug,,35,41,45,29,40,20,"Insomnia, Stakeout",4,0.3
spidops,Bug,,60,79,92,52,86,35,"Insomnia, Stakeout",16.5,1
nymble,Bug,,33,46,40,21,25,45,"Swarm, Tinted Lens",1,0.2
lokix,Bug,Dark,71,102,78,52,55,92,"Swarm, Tinted Lens",17.5,1
pawmi,Electric,,45,50,20,40,25,60,"Static, Natural Cure, Iron Fist",2.5,0.3
pawmo,Electric,Fighting,60,75,40,50,40,85,"Volt Absorb, Natural Cure, Iron Fist",6.5,0.4
pawmot,Electric,Fighting,70,115,70,70,60,105,"Volt Absorb, Natural Cure, Iron Fist",41,0.9
tandemaus,Normal,,50,50,45,40,45,75,"Run Away, Pickup, Own Tempo",1.8,0.3
maushold,Normal,,74,75,70,65,75,111,"Friend Guard, Cheek Pouch, Technician",2.3,0.3
mausholdfour,Normal,,74,75,70,65,75,111,"Friend Guard, Cheek Pouch, Technician",2.8,0.3
fidough,Fairy,,37,55,70,30,55,65,"Own Tempo, Klutz",10.9,0.3
dachsbun,Fairy,,57,80,115,50,80,95,"Well-Baked Body, Aroma Veil",14.9,0.5
smoliv,Grass,Normal,41,35,45,58,51,30,"Early Bird, Harvest",6.5,0.3
dolliv,Grass,Normal,52,53,60,78,78,33,"Early Bird, Harvest",11.9,0.6
arboliva,Grass,Normal,78,69,90,125,109,39,"Seed Sower, Harvest",48.2,1.4
squawkabilly,Normal,Flying,82,96,51,45,51,92,"Intimidate, Hustle, Guts",2.4,0.6
squawkabillyblue,Normal,Flying,82,96,51,45,51,92,"Intimidate, Hustle, Guts",2.4,0.6
squawkabillyyellow,Normal,Flying,82,96,51,45,51,92,"Intimidate, Hustle, Sheer Force",2.4,0.6
squawkabillywhite,Normal,Flying,82,96,51,45,51,92,"Intimidate, Hustle, Sheer Force",2.4,0.6
nacli,Rock,,55,55,75,35,35,25,"Purifying Salt, Sturdy, Clear Body",16,0.4
naclstack,Rock,,60,60,100,35,65,35,"Purifying Salt, Sturdy, Clear Body",105,0.6
