Name,link,Move 1,Move 2,Move 3,Move 4,Item,Ability,Nature,EVs,Formats
Goodra,https://www.smogon.com/dex/sm/pokemon/goodra/,Draco Meteor,Fire Blast,Thunderbolt,Sludge Wave,Choice Specs,Sap Sipper,Timid,252 SpA/4 SpD/252 Spe/,RU/VGC17/
Klefki,https://www.smogon.com/dex/sm/pokemon/klefki/,Spikes,Thunder Wave,Magnet Rise/Toxic,Play Rough,Leftovers,Prankster,Careful,248 HP/252 SpD/8 Spe/,UU/Uber/Monotype/
Phantump,https://www.smogon.com/dex/sm/pokemon/phantump/,Forest's Curse,Shadow Claw,Horn Leech,Poison Jab/Rock Slide,Grassium Z,Frisk,Jolly,12 HP/196 Atk/52 Def/36 SpD/212 Spe/,LC/
Trevenant,https://www.smogon.com/dex/sm/pokemon/trevenant/,Wood Hammer,Earthquake,Rock Slide,Trick/Shadow Claw,Choice Band,Natural Cure,Jolly,252 Atk/4 SpD/252 Spe/,PU/1v1/
Victreebel,https://www.smogon.com/dex/sm/pokemon/victreebel/,Swords Dance,Strength Sap,Power Whip,Poison Jab,Lum Berry,Chlorophyll,Adamant,252 Atk/4 Def/252 Spe/,PU/NU/LGPE OU/
Pumpkaboo,https://www.smogon.com/dex/sm/pokemon/pumpkaboo/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pumpkaboo-Large,https://www.smogon.com/dex/sm/pokemon/pumpkaboo-large/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Pumpkaboo-Small,https://www.smogon.com/dex/sm/pokemon/pumpkaboo-small/,Trick-or-Treat,Shadow Ball,Fire Blast,Giga Drain,Ghostium Z,Frisk,Modest,4 HP/36 Def/164 SpA/156 SpD/148 Spe/,LC/
Pumpkaboo-Super,https://www.smogon.com/dex/sm/pokemon/pumpkaboo-super/,Bullet Seed/Giga Drain,Synthesis,Will-O-Wisp,Fire Blast/Shadow Sneak,Eviolite,Frisk,Careful,204 HP/36 Def/4 SpA/236 SpD/28 Spe/,LC/
Gourgeist,https://www.smogon.com/dex/sm/pokemon/gourgeist/,Trick-or-Treat,Seed Bomb,Phantom Force,Return/Shadow Sneak,Ghostium Z,Frisk,Adamant,96 HP/252 Atk/160 Spe/,PU/
Gourgeist-Large,https://www.smogon.com/dex/sm/pokemon/gourgeist-large/,Seed Bomb,Foul Play,Will-O-Wisp,Synthesis,Leftovers,Frisk,Impish,72 HP/252 Def/184 Spe/,PU/
Gourgeist-Small,https://www.smogon.com/dex/sm/pokemon/gourgeist-small/,Substitute,Leech Seed,Will-O-Wisp,Phantom Force,Leftovers,Frisk,Jolly,152 HP/132 Def/224 Spe/,PU/
Gourgeist-Super,https://www.smogon.com/dex/sm/pokemon/gourgeist-super/,Foul Play,Synthesis,Will-O-Wisp,Seed Bomb/Leech Seed,Leftovers,Frisk,Impish,252 HP/252 Def/4 SpD/,ZU/PU/
Bergmite,https://www.smogon.com/dex/sm/pokemon/bergmite/,Rapid Spin,Recover,Avalanche,Toxic,Eviolite,Sturdy,Impish,44 Atk/156 Def/236 SpD/52 Spe/,LC/
Avalugg,https://www.smogon.com/dex/sm/pokemon/avalugg/,Rapid Spin,Recover,Avalanche,Roar/Toxic,Rocky Helmet,Sturdy,Impish,252 HP/4 Atk/252 Def/,ZU/OU/PU/Monotype/1v1/
Noibat,https://www.smogon.com/dex/sm/pokemon/noibat/,Draco Meteor,Hurricane,Heat Wave,Tailwind,Life Orb,Infiltrator,Timid,9 HP/,LC/
Noivern,https://www.smogon.com/dex/sm/pokemon/noivern/,Hurricane,Draco Meteor,U-turn,Switcheroo,Choice Scarf,Infiltrator,Timid,252 SpA/4 SpD/252 Spe/,RU/
Xerneas,https://www.smogon.com/dex/sm/pokemon/xerneas/,Geomancy,Sleep Talk/Ingrain,Rest,Moonblast,Fairium Z,Fairy Aura,Bold,248 HP/252 Def/8 SpD/,Uber/AG/VGC19/BH/
Yveltal,https://www.smogon.com/dex/sm/pokemon/yveltal/,Knock Off,Foul Play,U-turn,Toxic/Sucker Punch,Choice Band,Dark Aura,Adamant,252 Atk/4 Def/252 Spe/,Uber/AG/VGC19/BH/
Zygarde,https://www.smogon.com/dex/sm/pokemon/zygarde/,Dragon Dance,Thousand Arrows,Thousand Waves,Rest,Leftovers,Power Construct,Adamant,80 HP/220 Atk/208 Def/,Uber/AG/Doubles/BH/Draft/1v1/
Zygarde-10%,https://www.smogon.com/dex/sm/pokemon/zygarde-10%/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Diancie,https://www.smogon.com/dex/sm/pokemon/diancie/,Stealth Rock,Substitute,Endeavor,Moonblast/Diamond Storm,Diancite,Magic Bounce,Timid,240 HP/16 Def/252 Spe/,OU/RU/Uber/UU/Monotype/Doubles/BH/1v1/Draft/
Tentacool,https://www.smogon.com/dex/sm/pokemon/tentacool/,Hydro Pump,Sludge Bomb,Knock Off,Rapid Spin/Hidden Power,Life Orb,Clear Body,Timid,19 HP/,LC/
Hoopa,https://www.smogon.com/dex/sm/pokemon/hoopa/,Shadow Ball,Thunderbolt/Focus Blast,Substitute/Thunderbolt,Nasty Plot,Electrium Z,Magician,Timid,248 SpA/8 SpD/252 Spe/,RU/UU/Monotype/
Hoopa-Unbound,https://www.smogon.com/dex/sm/pokemon/hoopa-unbound/,Dark Pulse,Psyshock,Focus Blast,Thunderbolt/Trick,Choice Specs,Magician,Timid,32 HP/224 SpA/252 Spe/,OU/Doubles/1v1/
Volcanion,https://www.smogon.com/dex/sm/pokemon/volcanion/,Steam Eruption,Flamethrower,Toxic,Substitute/Protect,Leftovers,Water Absorb,Modest,248 HP/44 SpA/216 Spe/,UU/OU/Doubles/1v1/
Rowlet,https://www.smogon.com/dex/sm/pokemon/rowlet/,Swords Dance,Brave Bird,Leaf Blade,Sucker Punch,Berry Juice,Overgrow,Jolly,236 Atk/36 SpD/180 Spe/,LC/
Dartrix,https://www.smogon.com/dex/sm/pokemon/dartrix/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Decidueye,https://www.smogon.com/dex/sm/pokemon/decidueye/,Defog,Leaf Storm,Roost,U-turn,Grassium Z,Overgrow,Timid,252 SpA/4 SpD/252 Spe/,NU/UU/Monotype/
Litten,https://www.smogon.com/dex/sm/pokemon/litten/,U-turn,Flare Blitz,Will-O-Wisp,Fake Out,Berry Juice,Intimidate,Jolly,156 Atk/116 Def/36 SpD/196 Spe/,LC/
Torracat,https://www.smogon.com/dex/sm/pokemon/torracat/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Incineroar,https://www.smogon.com/dex/sm/pokemon/incineroar/,Bulk Up,Flame Charge,Power Trip,Drain Punch/Substitute,Weakness Policy,Intimidate,Jolly,252 HP/4 SpD/252 Spe/,NU/Doubles/VGC19/VGC18/1v1/
Popplio,https://www.smogon.com/dex/sm/pokemon/popplio/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Brionne,https://www.smogon.com/dex/sm/pokemon/brionne/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Tentacruel,https://www.smogon.com/dex/sm/pokemon/tentacruel/,Scald,Rapid Spin,Haze,Knock Off/Toxic Spikes/Sludge Bomb,Icium Z,Clear Body,Timid,252 HP/112 Def/144 Spe/,UU/
Primarina,https://www.smogon.com/dex/sm/pokemon/primarina/,Scald,Moonblast,Rest,Sleep Talk,Leftovers,Torrent,Bold,252 HP/252 Def/4 SpD/,UU/Monotype/Battle Spot Singles/1v1/
Pikipek,https://www.smogon.com/dex/sm/pokemon/pikipek/,Drill Peck/Brave Bird,Bullet Seed,Flame Charge/Brick Break,U-turn/Substitute/Flame Charge,Life Orb,Skill Link,Jolly,10 HP/,LC/
Trumbeak,https://www.smogon.com/dex/sm/pokemon/trumbeak/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Toucannon,https://www.smogon.com/dex/sm/pokemon/toucannon/,Brave Bird,Bullet Seed,Knock Off,Brick Break/Overheat/U-turn,Life Orb,Skill Link,Jolly,29 HP/,ZU/PU/
Yungoos,https://www.smogon.com/dex/sm/pokemon/yungoos/,Return,Fire Fang/Earthquake,U-turn,Fire Fang/Crunch/Pursuit,Choice Scarf,Adaptability,Jolly,196 Atk/36 Def/36 SpD/236 Spe/,LC/
Gumshoos,https://www.smogon.com/dex/sm/pokemon/gumshoos/,Return,Earthquake,U-turn,Crunch,Choice Band,Stakeout,Adamant,252 Atk/4 Def/252 Spe/,PU/
Gumshoos-Totem,https://www.smogon.com/dex/sm/pokemon/gumshoos-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Grubbin,https://www.smogon.com/dex/sm/pokemon/grubbin/,Electroweb,Volt Switch,X-Scissor,Acrobatics,Eviolite,Swarm,Relaxed,140 HP/20 Atk/156 Def/156 SpD/,LC/
Charjabug,https://www.smogon.com/dex/sm/pokemon/charjabug/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Vikavolt,https://www.smogon.com/dex/sm/pokemon/vikavolt/,Bug Buzz,Thunderbolt,Energy Ball,Volt Switch,Choice Specs,Levitate,Modest,104 HP/252 SpA/152 Spe/,NU/RU/VGC17/
Vikavolt-Totem,https://www.smogon.com/dex/sm/pokemon/vikavolt-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Crabrawler,https://www.smogon.com/dex/sm/pokemon/crabrawler/,Close Combat,Crabhammer,Earthquake,Stone Edge,Choice Scarf,Hyper Cutter,Jolly,0 HP/,LC/
Geodude,https://www.smogon.com/dex/sm/pokemon/geodude/,Stealth Rock,Rock Blast,Earthquake,Counter/Explosion/Sucker Punch,Berry Juice,Sturdy,Adamant,36 HP/196 Atk/116 Def/36 SpD/116 Spe/,LC/
Geodude-Alola,https://www.smogon.com/dex/sm/pokemon/geodude-alola/,Rock Blast,Fire Punch,Superpower,Stealth Rock,Eviolite,Magnet Pull,Adamant,36 HP/116 Atk/116 Def/196 SpD/36 Spe/,LC/
Crabominable,https://www.smogon.com/dex/sm/pokemon/crabominable/,Ice Hammer,Close Combat,Earthquake,Thunder Punch,Choice Band,Iron Fist,Brave,0 Spe/,PU/
Oricorio,https://www.smogon.com/dex/sm/pokemon/oricorio/,Revelation Dance,Hurricane,Hidden Power/Hidden Power,U-turn,Choice Specs,Dancer,Timid,252 SpA/4 SpD/252 Spe/,ZU/PU/
Oricorio-Pa'u,https://www.smogon.com/dex/sm/pokemon/oricorio-pa'u/,Calm Mind,Hurricane,Hidden Power/Taunt,Roost,Flyinium Z,Dancer,Timid,252 HP/4 Def/252 Spe/,PU/
Oricorio-Pom-Pom,https://www.smogon.com/dex/sm/pokemon/oricorio-pom-pom/,Toxic,Taunt,Roost,Revelation Dance/Hurricane,Leftovers,Dancer,Timid,0 Atk/,PU/
Oricorio-Sensu,https://www.smogon.com/dex/sm/pokemon/oricorio-sensu/,Calm Mind,Hurricane,Revelation Dance,Substitute/Roost,Leftovers,Dancer,Timid,4 Def/252 SpA/252 Spe/,PU/
Cutiefly,https://www.smogon.com/dex/sm/pokemon/cutiefly/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Ribombee,https://www.smogon.com/dex/sm/pokemon/ribombee/,Quiver Dance,Moonblast,Bug Buzz,Psychic,Fairium Z,Shield Dust,Timid,252 SpA/4 SpD/252 Spe/,RU/Uber/OU/Monotype/
Ribombee-Totem,https://www.smogon.com/dex/sm/pokemon/ribombee-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Rockruff,https://www.smogon.com/dex/sm/pokemon/rockruff/,Stone Edge,Stomping Tantrum,Fire Fang/Zen Headbutt,Sucker Punch,Life Orb,Vital Spirit,Jolly,9 HP/,LC/
Lycanroc,https://www.smogon.com/dex/sm/pokemon/lycanroc/,Stealth Rock,Stone Edge,Accelerock,Taunt/Toxic/Swords Dance,Lycanium Z,Steadfast,Jolly,252 Atk/4 SpD/252 Spe/,PU/
Lycanroc-Dusk,https://www.smogon.com/dex/sm/pokemon/lycanroc-dusk/,Swords Dance,Stone Edge,Drill Run/Fire Fang,Accelerock/Sucker Punch,Lycanium Z,Tough Claws,Jolly,252 Atk/4 Def/252 Spe/,RU/1v1/
Lycanroc-Midnight,https://www.smogon.com/dex/sm/pokemon/lycanroc-midnight/,Stone Edge,Fire Punch/Stomping Tantrum,Sucker Punch/Crunch,Toxic,Choice Band,No Guard,Adamant,252 Atk/4 SpD/252 Spe/,ZU/PU/
Wishiwashi,https://www.smogon.com/dex/sm/pokemon/wishiwashi/,Rest,Sleep Talk,Scald,U-turn,Leftovers,Schooling,Sassy,0 Spe/,ZU/PU/
Mareanie,https://www.smogon.com/dex/sm/pokemon/mareanie/,Recover,Sludge Bomb/Scald,Toxic/Toxic Spikes,Knock Off/Haze,Eviolite,Regenerator,Bold,248 HP/252 Def/8 SpD/,ZU/LC/NFE/
Toxapex,https://www.smogon.com/dex/sm/pokemon/toxapex/,Scald,Haze,Recover,Baneful Bunker/Toxic Spikes/Toxic,Black Sludge,Regenerator,Calm,252 HP/4 Def/252 SpD/,OU/Uber/Monotype/Battle Spot Singles/CAP/Mix and Mega/
Mudbray,https://www.smogon.com/dex/sm/pokemon/mudbray/,Earthquake,Heavy Slam,Rock Slide,Close Combat,Choice Scarf,Stamina,Jolly,36 HP/196 Atk/36 Def/236 Spe/,LC/
Graveler,https://www.smogon.com/dex/sm/pokemon/graveler/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Graveler-Alola,https://www.smogon.com/dex/sm/pokemon/graveler-alola/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Mudsdale,https://www.smogon.com/dex/sm/pokemon/mudsdale/,Earthquake,Heavy Slam,Rock Slide,Toxic/Close Combat,Choice Band,Stamina,Adamant,4 HP/252 Atk/252 Spe/,PU/
Dewpider,https://www.smogon.com/dex/sm/pokemon/dewpider/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Araquanid,https://www.smogon.com/dex/sm/pokemon/araquanid/,Substitute,Toxic,Liquidation,Protect/Leech Life,Leftovers,Water Bubble,Adamant,188 HP/252 Atk/68 Spe/,RU/OU/UU/Monotype/Doubles/Battle Spot Singles/VGC17/1v1/
Araquanid-Totem,https://www.smogon.com/dex/sm/pokemon/araquanid-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Fomantis,https://www.smogon.com/dex/sm/pokemon/fomantis/,Leaf Storm,Defog,Synthesis,Hidden Power,Eviolite,Contrary,Bold,116 HP/236 Def/120 SpA/,LC/
Lurantis,https://www.smogon.com/dex/sm/pokemon/lurantis/,Defog,Leaf Storm,Toxic/Superpower,Synthesis/Aromatherapy,Leftovers,Contrary,Bold,248 HP/252 Def/8 SpA/,PU/Doubles/
Lurantis-Totem,https://www.smogon.com/dex/sm/pokemon/lurantis-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Morelull,https://www.smogon.com/dex/sm/pokemon/morelull/,Spore,Moonblast,Giga Drain,Strength Sap,Eviolite,Effect Spore,Bold,36 HP/236 Def/76 SpA/156 SpD/,LC/
Shiinotic,https://www.smogon.com/dex/sm/pokemon/shiinotic/,Spore,Strength Sap,Leech Seed/Giga Drain,Moonblast,Leftovers,Effect Spore,Bold,252 HP/252 Def/4 SpD/,ZU/PU/
Salandit,https://www.smogon.com/dex/sm/pokemon/salandit/,Nasty Plot,Sludge Bomb,Fire Blast,Hidden Power,Life Orb,Oblivious,Timid,3 HP/0 Atk/30 SpA/,LC/
Salazzle,https://www.smogon.com/dex/sm/pokemon/salazzle/,Fire Blast,Sludge Wave,Hidden Power,Dragon Pulse,Choice Scarf,Corrosion,Timid,4 Def/252 SpA/252 Spe/,RU/UU/Monotype/VGC17/1v1/
Salazzle-Totem,https://www.smogon.com/dex/sm/pokemon/salazzle-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Stufful,https://www.smogon.com/dex/sm/pokemon/stufful/,Swords Dance,Return,Superpower/Brick Break,Earthquake/Ice Punch,Eviolite,Fluffy,Adamant,236 Atk/36 Def/196 SpD/36 Spe/,LC/
Golem,https://www.smogon.com/dex/sm/pokemon/golem/,Earthquake,Stone Edge,Sucker Punch,Fire Punch,Choice Band,Sturdy,Adamant,252 Atk/4 Def/252 Spe/,ZU/PU/1v1/LGPE OU/
Golem-Alola,https://www.smogon.com/dex/sm/pokemon/golem-alola/,Stone Edge,Fire Punch,Earthquake,Volt Switch,Choice Band,Magnet Pull,Adamant,252 Atk/4 SpA/252 Spe/,ZU/OU/PU/Monotype/
Bewear,https://www.smogon.com/dex/sm/pokemon/bewear/,Double-Edge/Return,Superpower,Shadow Claw,Drain Punch,Choice Band,Fluffy,Adamant,252 Atk/4 Def/252 Spe/,RU/UU/Monotype/
Bounsweet,https://www.smogon.com/dex/sm/pokemon/bounsweet/,Rapid Spin,Seed Bomb,Synthesis,Play Rough,Eviolite,Oblivious,Impish,180 HP/36 Atk/132 Def/132 SpD/20 Spe/,LC/
Steenee,https://www.smogon.com/dex/sm/pokemon/steenee/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Tsareena,https://www.smogon.com/dex/sm/pokemon/tsareena/,Rapid Spin,Power Whip,Knock Off,High Jump Kick/Synthesis,Life Orb,Queenly Majesty,Jolly,252 Atk/4 Def/252 Spe/,RU/UU/Doubles/
Comfey,https://www.smogon.com/dex/sm/pokemon/comfey/,Draining Kiss,Giga Drain,Calm Mind,Hidden Power/Hidden Power/Hidden Power,Life Orb,Triage,Modest,236 HP/252 SpA/20 Spe/,NU/
Oranguru,https://www.smogon.com/dex/sm/pokemon/oranguru/,Trick Room,Nasty Plot,Psychic,Thunderbolt/Focus Blast,Colbur Berry,Inner Focus,Quiet,0 Spe/,PU/VGC17/
Passimian,https://www.smogon.com/dex/sm/pokemon/passimian/,Close Combat,U-turn,Knock Off,Earthquake/Gunk Shot,Choice Scarf,Defiant,Jolly,252 Atk/4 Def/252 Spe/,NU/RU/
Wimpod,https://www.smogon.com/dex/sm/pokemon/wimpod/,Spikes,Taunt,Scald,Aqua Jet,Focus Sash,Wimp Out,Naive,76 Atk/196 Def/36 SpA/196 Spe/,LC/
Golisopod,https://www.smogon.com/dex/sm/pokemon/golisopod/,First Impression,Liquidation,Leech Life,Spikes/Aqua Jet,Insect Plate,Emergency Exit,Adamant,168 HP/252 Atk/88 Spe/,RU/Battle Spot Singles/Mix and Mega/
Sandygast,https://www.smogon.com/dex/sm/pokemon/sandygast/,Rock Polish,Earth Power,Shadow Ball,Destiny Bond,Berry Juice,Water Compaction,Modest,76 HP/116 SpA/76 SpD/236 Spe/,LC/
Ponyta,https://www.smogon.com/dex/sm/pokemon/ponyta/,Fire Blast,Solar Beam,Sunny Day,Morning Sun,Firium Z,Flame Body,Timid,156 Def/156 SpA/196 Spe/,LC/
Palossand,https://www.smogon.com/dex/sm/pokemon/palossand/,Stealth Rock,Earth Power,Shadow Ball,Shore Up,Colbur Berry,Water Compaction,Bold,252 HP/252 Def/4 SpD/,NU/UU/RU/
Pyukumuku,https://www.smogon.com/dex/sm/pokemon/pyukumuku/,Recover,Spite,Block/Toxic,Block/Rest,Leftovers,Unaware,Bold,248 HP/252 Def/8 SpD/,ZU/OU/UU/RU/NU/PU/Battle Spot Singles/1v1/
Type: Null,https://www.smogon.com/dex/sm/pokemon/type: null/,Swords Dance,Return,Rest,Iron Defense/Sleep Talk,Eviolite,Battle Armor,Careful,252 HP/8 Def/248 SpD/,PU/1v1/
Silvally,https://www.smogon.com/dex/sm/pokemon/silvally/,Swords Dance,Return/Double-Edge,Crunch,Explosion/Flame Charge,Normalium Z,RKS System,Jolly,252 Atk/4 Def/252 Spe/,ZU/PU/
Silvally-Bug,https://www.smogon.com/dex/sm/pokemon/silvally-bug/,Multi-Attack,U-turn/Parting Shot,Defog,Fire Fang,Bug Memory,RKS System,Jolly,252 Atk/4 SpD/252 Spe/,PU/
Silvally-Dark,https://www.smogon.com/dex/sm/pokemon/silvally-dark/,Multi-Attack,Pursuit,U-turn/Parting Shot,Defog,Dark Memory,RKS System,Jolly,252 Atk/4 Def/252 Spe/,ZU/PU/
Silvally-Dragon,https://www.smogon.com/dex/sm/pokemon/silvally-dragon/,Defog,Draco Meteor,Flamethrower,Parting Shot/U-turn,Dragon Memory,RKS System,Timid,252 SpA/4 SpD/252 Spe/,ZU/PU/
Silvally-Electric,https://www.smogon.com/dex/sm/pokemon/silvally-electric/,Toxic,Protect,Thunderbolt,Ice Beam,Electric Memory,RKS System,Timid,252 SpA/4 SpD/252 Spe/,ZU/PU/
Silvally-Fairy,https://www.smogon.com/dex/sm/pokemon/silvally-fairy/,Swords Dance,Multi-Attack,Flame Charge,U-turn,Fairy Memory,RKS System,Jolly,4 HP/252 Atk/252 Spe/,PU/
Silvally-Fighting,https://www.smogon.com/dex/sm/pokemon/silvally-fighting/,Swords Dance,Multi-Attack,Shadow Claw,Rock Slide/U-turn,Fighting Memory,RKS System,Jolly,252 Atk/4 Def/252 Spe/,ZU/PU/
Silvally-Fire,https://www.smogon.com/dex/sm/pokemon/silvally-fire/,Flamethrower,Surf,Parting Shot,Thunderbolt,Fire Memory,RKS System,Timid,252 SpA/4 SpD/252 Spe/,PU/
Silvally-Flying,https://www.smogon.com/dex/sm/pokemon/silvally-flying/,Air Slash,Hidden Power,Parting Shot,Defog,Flying Memory,RKS System,Timid,252 SpA/4 SpD/252 Spe/,PU/
Silvally-Ghost,https://www.smogon.com/dex/sm/pokemon/silvally-ghost/,Shadow Ball,Parting Shot,Defog,Toxic,Ghost Memory,RKS System,Timid,4 HP/252 SpA/252 Spe/,PU/
Silvally-Grass,https://www.smogon.com/dex/sm/pokemon/silvally-grass/,Grass Pledge,Ice Beam/Flamethrower,Defog,Parting Shot/U-turn,Grass Memory,RKS System,Timid,200 HP/124 SpA/184 Spe/,ZU/PU/
Silvally-Ground,https://www.smogon.com/dex/sm/pokemon/silvally-ground/,Multi-Attack,Toxic,Defog,U-turn,Ground Memory,RKS System,Impish,252 HP/192 Def/64 Spe/,ZU/PU/
Silvally-Ice,https://www.smogon.com/dex/sm/pokemon/silvally-ice/,Swords Dance,Multi-Attack,Crunch,Parting Shot/Fire Fang,Ice Memory,RKS System,Jolly,252 Atk/4 SpD/252 Spe/,PU/
Silvally-Poison,https://www.smogon.com/dex/sm/pokemon/silvally-poison/,Thunderbolt,Ice Beam,Defog,U-turn,Poison Memory,RKS System,Bold,252 HP/200 Def/56 Spe/,ZU/NU/PU/
Silvally-Psychic,https://www.smogon.com/dex/sm/pokemon/silvally-psychic/,Swords Dance,Multi-Attack,Crunch,U-turn,Psychic Memory,RKS System,Jolly,252 Atk/4 Def/252 Spe/,PU/
Silvally-Rock,https://www.smogon.com/dex/sm/pokemon/silvally-rock/,Swords Dance,Multi-Attack,Zen Headbutt,Parting Shot/Fire Fang,Rock Memory,RKS System,Jolly,252 Atk/4 Def/252 Spe/,PU/
Silvally-Steel,https://www.smogon.com/dex/sm/pokemon/silvally-steel/,Defog,Flamethrower,Multi-Attack/Toxic,Parting Shot/U-turn,Steel Memory,RKS System,Calm,252 HP/196 SpD/60 Spe/,NU/UU/
Silvally-Water,https://www.smogon.com/dex/sm/pokemon/silvally-water/,Surf,Thunderbolt,Flamethrower/Ice Beam,U-turn,Water Memory,RKS System,Modest,252 SpA/4 SpD/252 Spe/,ZU/PU/
Minior,https://www.smogon.com/dex/sm/pokemon/minior/,Shell Smash,Stone Edge,Earthquake,Acrobatics/Hidden Power,White Herb,Shields Down,Adamant,252 Atk/4 Def/252 Spe/,NU/
Komala,https://www.smogon.com/dex/sm/pokemon/komala/,Return,Earthquake/Knock Off,Rapid Spin,U-turn,Assault Vest,Comatose,Adamant,160 HP/252 Atk/96 Spe/,ZU/PU/
Turtonator,https://www.smogon.com/dex/sm/pokemon/turtonator/,Shell Smash,Fire Blast,Draco Meteor,Dragon Pulse,White Herb,Shell Armor,Timid,252 SpA/4 SpD/252 Spe/,PU/
Togedemaru,https://www.smogon.com/dex/sm/pokemon/togedemaru/,U-turn,Zing Zap,Iron Head,Toxic/Nuzzle,Choice Scarf,Lightning Rod,Jolly,252 Atk/4 Def/252 Spe/,NU/Doubles/1v1/
Togedemaru-Totem,https://www.smogon.com/dex/sm/pokemon/togedemaru-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Mimikyu,https://www.smogon.com/dex/sm/pokemon/mimikyu/,Swords Dance,Shadow Claw,Play Rough,Shadow Sneak,Ghostium Z,Disguise,Jolly,252 Atk/4 Def/252 Spe/,UU/OU/Monotype/Battle Spot Singles/VGC19/
Mimikyu-Totem,https://www.smogon.com/dex/sm/pokemon/mimikyu-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Bruxish,https://www.smogon.com/dex/sm/pokemon/bruxish/,Psychic Fangs,Aqua Jet,Liquidation,Crunch,Choice Band,Strong Jaw,Adamant,252 Atk/4 Def/252 Spe/,RU/
Rapidash,https://www.smogon.com/dex/sm/pokemon/rapidash/,Flare Blitz,Wild Charge,High Horsepower,Toxic,Choice Scarf,Flash Fire,Jolly,252 Atk/4 SpD/252 Spe/,ZU/PU/
Drampa,https://www.smogon.com/dex/sm/pokemon/drampa/,Calm Mind,Dragon Pulse,Roost,Hyper Voice/Flamethrower,Leftovers,Berserk,Modest,140 HP/252 SpA/116 Spe/,PU/
Dhelmise,https://www.smogon.com/dex/sm/pokemon/dhelmise/,Power Whip,Anchor Shot/Heavy Slam,Earthquake,Knock Off,Choice Band,Steelworker,Adamant,52 HP/252 Atk/204 Spe/,NU/RU/VGC17/
Jangmo-o,https://www.smogon.com/dex/sm/pokemon/jangmo-o/,Dragon Dance,Dragon Claw/Outrage,Earthquake,Substitute/Brick Break,Berry Juice,Overcoat,Adamant,236 Atk/236 Spe/,LC/
Hakamo-o,https://www.smogon.com/dex/sm/pokemon/hakamo-o/,Dragon Dance,Drain Punch,Dragon Claw/Dragon Tail,Substitute,Eviolite,Overcoat,Adamant,252 HP/72 Atk/184 Spe/,ZU/
Kommo-o,https://www.smogon.com/dex/sm/pokemon/kommo-o/,Belly Drum,Substitute,Drain Punch,Thunder Punch,Salac Berry,Bulletproof,Jolly,52 HP/204 Atk/252 Spe/,OU/Monotype/Doubles/VGC19/VGC17/1v1/
Kommo-o-Totem,https://www.smogon.com/dex/sm/pokemon/kommo-o-totem/,No movesets available,No movesets available,No movesets available,No movesets available,-,-,-,-,-
Tapu Koko,https://www.smogon.com/dex/sm/pokemon/tapu koko/,Thunderbolt,Hidden Power/Hidden Power,U-turn/Volt Switch,Roost,Shuca Berry,Electric Surge,Timid,8 HP/4 Def/244 SpA/252 Spe/,OU/Uber/Monotype/Doubles/Battle Spot Singles/VGC19/VGC18/VGC17/Draft/
Tapu Lele,https://www.smogon.com/dex/sm/pokemon/tapu lele/,Psychic,Moonblast,Hidden Power,Nature's Madness/Thunderbolt/Focus Blast,Choice Scarf,Psychic Surge,Timid,252 SpA/4 SpD/252 Spe/,OU/Uber/Doubles/Battle Spot Singles/VGC19/VGC18/VGC17/CAP/Mix and Mega/1v1/
Tapu Bulu,https://www.smogon.com/dex/sm/pokemon/tapu bulu/,Horn Leech,Wood Hammer,Superpower,Megahorn/Stone Edge,Choice Scarf,Grassy Surge,Jolly,252 Atk/4 SpD/252 Spe/,OU/Monotype/Doubles/Battle Spot Singles/VGC18/VGC17/1v1/
